Symbol,Company Name,Series,Listing Date,Paid Up Value,Market Lot,ISIN,Face Value,Sector,Industry,Current Price,Daily Change %,Weekly Change %,Monthly Change %,Volume,Market Cap (Cr),P/E Ratio,52W High,52W Low
GARUDA,Garuda Construction and Engineering Limited,EQ,15-OCT-2024,5,1,INE0JVO01026,5,Industrials,Engineering & Construction,77.66000366210938,-3.1066722599694003,-7.6575445051802316,-18.36433732334719,401994.0,720.6078976,19.808184,120.99,77.05
GATECH,GACM Technologies Limited,BE,25-JUL-2016,1,1,INE224E01028,1,Financial Services,Asset Management,0.7200000286102295,-2.7027000903735274,-5.2631529414422,-6.493500461665078,1058256.0,63.6062464,24.000002,2.55,0.62
GATECHDVR,GACM Technologies Limited,BE,10-OCT-2017,1,1,INE224E01036,1,Financial Services,Asset Management,0.8500000238418579,-5.555550404536735,2.4096434859410953,-13.265305377701244,2499792.0,65.1027904,29.0,11.45,0.81
GATEWAY,Gateway Distriparks Limited,EQ,22-MAR-2022,10,1,INE079J01017,10,Industrials,Integrated Freight & Logistics,82.9000015258789,1.4812082853597068,-0.5995203727242747,-0.01206384729064946,419187.0,4154.05056,18.161924,121.55,81.0
GAYAHWS,Gayatri Highways Limited,BE,28-JUN-2018,2,1,INE287Z01012,2,Industrials,Infrastructure Operations,1.690000057220459,0.0,3.0487848757137748,32.03125742147693,0.0,40.5011904,N/A,1.72,0.8
GEECEE,GeeCee Ventures Limited,EQ,04-OCT-2006,10,1,INE916G01016,10,Real Estate,Real Estate - Development,406.79998779296875,0.46925016673873354,5.511606969991853,2.2624435083401675,7300.0,861.491712,16.967247,477.5,196.65
GEEKAYWIRE,Geekay Wires Limited,BE,06-MAR-2020,2,1,INE669X01024,2,Industrials,Electrical Equipment & Parts,93.08999633789062,0.5291553691617725,-1.4607863501435752,-7.290117575188399,40748.0,488.6309888,N/A,147.8,73.7
GENCON,Generic Engineering Construction and Projects Limited,EQ,16-FEB-2021,5,1,INE854S01022,5,Industrials,Engineering & Construction,39.81999969482422,3.67091864882449,4.4322018866193575,2.97388564864851,66420.0,228.3457024,20.673576,70.97,34.55
GENESYS,Genesys International Corporation Limited,EQ,23-JAN-2003,5,1,INE727B01026,5,Technology,Software - Application,756.7000122070312,2.735730737630033,6.916285723353055,9.945515758377226,428407.0,3042.3973888,68.79497,865.0,353.0
GENSOL,Gensol Engineering Limited,EQ,03-JUL-2023,10,1,INE06H201014,10,Technology,Solar,812.4000244140625,-1.4316898347733469,6.44654237684746,2.4593264471659104,74823.0,3093.5906304,35.28392,1376.0,708.9
GENUSPAPER,Genus Paper & Boards Limited,EQ,16-FEB-2015,1,1,INE949P01018,1,Basic Materials,Paper & Paper Products,21.059999465942383,-1.3583180812448312,1.1041744746939337,-3.879508842489216,213126.0,543.5635712,75.178566,30.3,16.1
GENUSPOWER,Genus Power Infrastructures Limited,EQ,08-JUL-2005,1,1,INE955D01029,1,Industrials,Electrical Equipment & Parts,414.70001220703125,0.594302536575197,3.6620484592150735,5.187067141922955,266068.0,11464.1846272,79.33078,476.55,204.5
GEOJITFSL,Geojit Financial Services Limited,EQ,01-JUL-2005,1,1,INE007B01023,1,Financial Services,Capital Markets,118.62999725341797,9.995362940949477,4.180200572603232,-3.1591859155771687,513868.0,3320.4062208,16.779348,177.0,61.2
GEPIL,GE Power India Limited,EQ,19-APR-2000,10,1,INE878A01011,10,Industrials,Engineering & Construction,390.70001220703125,2.143794041053922,4.35363744024354,10.899808613285707,120853.0,2620.8557056,N/A,646.0,214.55
GESHIP,The Great Eastern Shipping Company Limited,EQ,27-NOV-2006,10,1,INE017A01032,10,Industrials,Marine Shipping,1088.550048828125,1.279307720072388,0.9663094339178292,-10.953583514823258,301711.0,15552.323584,5.5045476,1543.7,803.0
GFLLIMITED,GFL Limited,BE,25-MAY-1995,1,1,INE538A01037,1,Communication Services,Entertainment,97.19999694824219,-1.1994311223004075,-0.643979220096993,-12.353475553776052,149778.0,1075.4315264,N/A,125.69,66.0
GHCL,GHCL Limited,EQ,31-JUL-2003,10,1,INE539A01019,10,Basic Materials,Chemicals,558.5999755859375,0.04477478480009742,-1.6982005128134623,-0.5873017769604515,84326.0,5381.4198272,10.0915785,726.8,434.95
GHCLTEXTIL,GHCL Textiles Limited,EQ,12-JUN-2023,2,1,INE0PA801013,2,Consumer Cyclical,Textile Manufacturing,89.27999877929688,1.064073443936816,-2.8403532785805887,4.1166166522412535,112019.0,856.1644032,18.144016,123.0,68.15
GICHSGFIN,GIC Housing Finance Limited,EQ,08-MAY-1996,10,1,INE289B01019,10,Financial Services,Mortgage Finance,204.2100067138672,1.2896215939905757,0.7449480948983778,-0.680897763887216,76899.0,1104.162816,6.697158,292.4,187.15
GICRE,General Insurance Corporation of India,EQ,25-OCT-2017,5,1,INE481Y01014,5,Financial Services,Insurance - Reinsurance,378.8500061035156,3.3697151714913027,8.646398864644613,4.55360831297635,810370.0,66404.0374272,9.12488,467.8,292.65
GILLANDERS,Gillanders Arbuthnot & Company Limited,EQ,14-DEC-2009,10,1,INE047B01011,10,Consumer Defensive,Farm Products,107.77999877929688,-0.8281206508572715,1.38274974551939,25.4422731333956,83375.0,230.5181952,N/A,159.8,70.0
GILLETTE,Gillette India Limited,EQ,30-JUL-2003,10,1,INE322A01010,10,Consumer Defensive,Household & Personal Products,9314.2998046875,1.5282174957990386,-2.5308369589365816,11.913728090925476,17078.0,30147.0121984,66.66486,10633.0,5956.05
GINNIFILA,Ginni Filaments Limited,EQ,10-MAY-1995,10,1,INE424C01010,10,Consumer Cyclical,Textile Manufacturing,27.440000534057617,0.9565865561536624,-2.6605178637506266,-8.104487698687468,78291.0,232.6226432,N/A,45.2,26.0
GIPCL,Gujarat Industries Power Company Limited,EQ,08-FEB-1995,10,1,INE162A01010,10,Utilities,Utilities - Regulated Electric,185.9499969482422,1.147737517614755,-2.213928603697255,-9.42523420159781,198177.0,2820.831232,13.106114,269.9,151.4
GKWLIMITED,GKW Limited,EQ,20-JUL-2009,10,1,INE528A01020,10,Industrials,Specialty Business Services,2682.60009765625,-3.4306421411043044,-8.252669815887954,-6.276527289501265,2952.0,1593.6820224,138.3247,4149.9,1315.0
GLAND,Gland Pharma Limited,EQ,20-NOV-2020,1,1,INE068V01023,1,Healthcare,Drug Manufacturers - Specialty & Generic,1755.050048828125,-1.7879099704462786,3.0321723420092783,6.5216117282336645,101150.0,28913.975296,41.835518,2220.95,1585.7
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,15-DEC-2000,10,1,INE159A01016,10,Healthcare,Drug Manufacturers - General,2411.800048828125,1.7787499513192033,-1.6675460985029353,-6.0453049059200765,288891.0,41255.9638528,61.118366,3088.0,1616.9
GLENMARK,Glenmark Pharmaceuticals Limited,EQ,07-FEB-2000,1,1,INE935A01035,1,Healthcare,Drug Manufacturers - Specialty & Generic,1478.199951171875,0.8046867540477204,-3.9755795941007546,-12.129591251486104,517711.0,41759.5588608,N/A,1830.95,764.5
GLFL,Gujarat Lease Financing Limited,BE,08-FEB-1995,10,1,INE540A01017,10,Financial Services,Shell Companies,6.989999771118164,1.3043431087944044,-0.14286041259765625,-16.487456789836497,1416.0,18.9609328,139.79999,11.7,3.75
GLOBAL,Global Education Limited,EQ,07-DEC-2020,5,1,INE291W01029,5,Consumer Defensive,Education & Training Services,175.69000244140625,-0.9583386628848427,-1.7118867460664335,-7.675027244800354,21685.0,359.3645824,11.17796,382.7,163.83
GLOBALE,Globale Tessile Limited,BE,27-AUG-2024,10,1,INE0URU01010,10,N/A,N/A,31.549999237060547,-1.406252384185791,-2.0186382312978846,-5.792780962007599,447.0,33.5070464,42.63513,87.0,29.01
GLOBALVECT,Global Vectra Helicorp Limited,BE,27-OCT-2006,10,1,INE792H01019,10,Industrials,Airports & Air Services,225.75,1.3468013468013467,-12.567781050688726,-20.594439080878775,16272.0,320.47296,N/A,345.5,95.0
GLOBE,Globe Textiles (India) Limited,EQ,07-OCT-2020,2,1,INE581X01021,2,Consumer Cyclical,Textile Manufacturing,4.130000114440918,-1.1961654533746213,-8.628315666622042,-8.425722730731023,788577.0,125.5166208,13.0625,6.24,2.7
GLOBUSSPR,Globus Spirits Limited,EQ,23-SEP-2009,10,1,INE615I01010,10,Consumer Defensive,Beverages - Wineries & Distilleries,814.5499877929688,0.3696629961339261,-8.183512892201522,-19.071039464185915,117644.0,2340.1224192,38.099716,1369.75,661.3
GLOSTERLTD,Gloster Limited,EQ,26-APR-2024,10,1,INE350Z01018,10,Consumer Cyclical,Textile Manufacturing,691.8499755859375,2.8314488909935496,1.3922474301903947,-0.7032686636616434,1674.0,753.9933696,N/A,940.05,631.2
GLS,Glenmark Life Sciences Limited,EQ,06-AUG-2021,2,1,INE03Q201024,2,Healthcare,Drug Manufacturers - Specialty & Generic,1045.6500244140625,-3.185039846198533,-1.33050017324251,0.038270692567567564,82333.0,12955.136,30.541874,1335.1,624.6
GMBREW,GM Breweries Limited,EQ,23-AUG-1995,10,1,INE075D01018,10,Consumer Defensive,Beverages - Wineries & Distilleries,772.75,1.898862646225623,3.627462431294526,0.9141364675155077,30731.0,1805.2073472,12.341196,1049.0,464.04
GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,17-DEC-1997,2,1,INE131A01031,2,Energy,Thermal Coal,328.70001220703125,2.2077132987461128,-0.28817888883426923,0.0913575871263397,755754.0,10509.9001856,16.541542,506.0,308.8
GMMPFAUDLR,GMM Pfaudler Limited,EQ,05-MAR-2018,2,1,INE541A01023,2,Industrials,Specialty Industrial Machinery,1204.3499755859375,0.5342480633520441,-2.94727978401764,-13.046725805729483,61316.0,5414.4192512,52.88884,1663.4,1143.1
GMRINFRA,GMR Airports Infrastructure Limited,EQ,21-AUG-2006,1,1,INE776C01039,1,Industrials,Airports & Air Services,79.16000366210938,3.005862373264933,4.144193444743301,-1.530035746831272,14612979.0,83426.6595328,N/A,103.75,58.75
GMRP&UI,GMR Power and Urban Infra Limited,EQ,23-MAR-2022,5,1,INE0CU601026,5,Energy,Thermal Coal,99.75,1.2279268045774818,-3.145934489730986,-18.015943534829532,1195915.0,7134.0638208,3.962639,169.25,38.6
GNA,GNA Axles Limited,EQ,26-SEP-2016,10,1,INE934S01014,10,Consumer Cyclical,Auto Parts,393.79998779296875,0.33120708101114654,0.8063468439011597,-4.173262904156465,15827.0,1708.645888,17.919857,519.0,357.2
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,17-MAY-1995,10,1,INE113A01013,10,Basic Materials,Chemicals,564.2000122070312,1.5570199989431046,3.522938019638761,-11.14260944008476,294644.0,8279.3652224,18.617725,814.9,524.0
GOACARBON,Goa Carbon Limited,EQ,05-JUN-2007,10,1,INE426D01013,10,Basic Materials,Specialty Chemicals,641.25,0.7700203664737572,-2.7451241762544676,-10.546136313130754,12544.0,588.4125184,16.042913,1009.0,529.0
GOCLCORP,GOCL Corporation Limited,EQ,26-JUN-2014,2,1,INE077F01035,2,Basic Materials,Specialty Chemicals,373.3999938964844,-0.17377193361763646,-2.7477582953840765,-5.108006633676144,27862.0,1854.0115968,29.896082,558.9,330.0
GOCOLORS,Go Fashion (India) Limited,EQ,30-NOV-2021,10,1,INE0BJS01011,10,Consumer Cyclical,Apparel Retail,1082.5,1.7865538316878231,-6.268943015287803,-9.761585359214491,11666.0,5833.7820672,67.88812,1407.8,933.3
GODAVARIB,Godavari Biorefineries Limited,EQ,30-OCT-2024,10,1,INE497S01012,10,Basic Materials,Chemicals,277.79998779296875,-5.686640873933127,-12.171989088156343,0.0,325080.0,1420.9015808,114.7314,373.0,274.1
GODFRYPHLP,Godfrey Phillips India Limited,EQ,24-JUL-1996,2,1,INE260B01028,2,Consumer Defensive,Tobacco,5626.2001953125,-3.8724706521103456,-10.729953891630378,-10.440057461588768,70711.0,29127.5997184,32.355476,8480.0,2010.0
GODHA,Godha Cabcon & Insulation Limited,EQ,24-DEC-2020,1,1,INE925Y01036,1,Industrials,Electrical Equipment & Parts,0.9900000095367432,-2.941173720662243,13.793103920766105,23.74999934807421,5100615.0,67.29024,12.625,1.19,0.5
GODIGIT,Go Digit General Insurance Limited,EQ,23-MAY-2024,10,1,INE03JT01014,10,Financial Services,Insurance - Property & Casualty,318.6000061035156,-2.2399472014987043,0.6794102744662823,-8.263743938442538,828626.0,29429.9762688,189.05325,407.4,278.55
GODREJAGRO,Godrej Agrovet Limited,EQ,16-OCT-2017,10,1,INE850D01014,10,Consumer Defensive,Farm Products,727.3499755859375,1.6206741999214112,3.3901884272832263,-0.6080913202051308,56770.0,13958.1472768,35.27697,876.7,476.05
GODREJCP,Godrej Consumer Products Limited,EQ,20-JUN-2001,1,1,INE102D01028,1,Consumer Defensive,Household & Personal Products,1192.300048828125,1.153821856251767,0.7095214326243343,-7.902170757343185,719207.0,121829.8118144,N/A,1541.85,996.1
GODREJIND,Godrej Industries Limited,EQ,25-FEB-2003,1,1,INE233A01035,1,Industrials,Conglomerates,1027.949951171875,2.7590319647652612,10.194562692270399,1.6062013214168482,199155.0,34601.2680192,85.411476,1314.0,642.55
GODREJPROP,Godrej Properties Limited,EQ,05-JAN-2010,5,1,INE484J01027,5,Real Estate,Real Estate - Development,2857.14990234375,5.632573601203228,11.209933672506505,-1.738489172782497,1297725.0,79442.3197696,57.14,3402.7,1823.15
GOENKA,Goenka Diamond and Jewels Limited,BZ,16-APR-2010,1,1,INE516K01024,1,Consumer Cyclical,Luxury Goods,1.090000033378601,3.8095317027469684,-5.217386436822859,-8.403362943984458,133891.0,35.1898816,N/A,1.48,0.7
GOKEX,Gokaldas Exports Limited,EQ,27-APR-2005,5,1,INE887G01027,5,Consumer Cyclical,Apparel Manufacturing,882.4500122070312,-1.5726926304072926,6.21690240406376,2.0704441231626003,88325.0,6324.7847424,45.99792,1128.0,686.7
GOKUL,Gokul Refoils and Solvent Limited,EQ,04-JUN-2008,2,1,INE020J01029,2,Consumer Defensive,Packaged Foods,54.09000015258789,0.278089598994968,-7.900560915740397,8.093523507118558,178303.0,544.4725248,47.00855,71.2,33.9
GOKULAGRO,Gokul Agro Resources Limited,EQ,11-MAR-2016,2,1,INE314T01025,2,Consumer Defensive,Packaged Foods,309.25,4.194748220716131,2.826267664172901,21.441196706138786,348245.0,4618.0962304,22.846716,342.0,95.0
GOLDENTOBC,Golden Tobacco Limited,BZ,08-FEB-1995,10,1,INE973A01010,10,Consumer Defensive,Tobacco,38.25,-0.130546313463541,2.327444909109074,0.6578947368421052,200.0,68.9383552,14.010989,61.7,36.0
GOLDIAM,Goldiam International Limited,EQ,29-AUG-2005,2,1,INE025B01025,2,Consumer Cyclical,Luxury Goods,317.1499938964844,-1.7655295336137151,1.6180671881479547,-10.18125505115173,202152.0,3399.2927232,36.054424,405.2,143.55
GOLDTECH,AION-TECH SOLUTIONS LIMITED,BE,11-APR-2001,10,1,INE805A01014,10,Technology,Information Technology Services,70.9000015258789,-0.2111210688754434,-6.377923698602964,-7.138175582399612,3763.0,245.1870976,30.9607,173.7,61.75
GOODLUCK,Goodluck India Limited,EQ,08-JAN-2015,2,1,INE127I01024,2,Basic Materials,Steel,944.0,-1.9016926140609958,-0.21141649048625794,-2.7004753532656545,73747.0,3089.6846848,19.414675,1330.0,720.0
GOPAL,Gopal Snacks Limited,EQ,14-MAR-2024,1,1,INE0L9R01028,1,Consumer Defensive,Packaged Foods,438.3999938964844,0.8047827199632189,-0.8144810188949377,-5.22105600125831,251953.0,5495.0363136,56.53846,520.0,301.05
GOYALALUM,Goyal Aluminiums Limited,EQ,04-NOV-2022,1,1,INE705X01026,1,Basic Materials,Aluminum,9.550000190734863,-1.3429763465132172,0.20986839794418632,4.14394886891315,117284.0,136.88096,56.35294,12.4,8.2
GPIL,Godawari Power And Ispat limited,EQ,25-APR-2006,1,1,INE177H01039,1,Basic Materials,Steel,182.7100067138672,0.8389007406479179,-1.3231782781302397,-1.6366047300849598,968678.0,11833.0728448,12.806158,765.0,131.6
GPPL,Gujarat Pipavav Port Limited,EQ,09-SEP-2010,10,1,INE517F01014,10,Industrials,Marine Shipping,178.9499969482422,6.353264465946447,4.3360009992626525,-8.558819408442659,2872189.0,8611.9399424,23.444006,250.69,136.75
GPTHEALTH,GPT Healthcare Limited,EQ,29-FEB-2024,10,1,INE486R01017,10,Healthcare,Medical Care Facilities,164.27999877929688,-1.5874881763346802,0.4524920652707464,0.7605529589220916,251633.0,1370.3151616,27.603306,219.9,128.7
GPTINFRA,GPT Infraprojects Limited,EQ,11-JUL-2016,10,1,INE390G01014,10,Industrials,Engineering & Construction,134.3300018310547,0.6518770218952064,8.778042072074149,4.204482208496296,131778.0,1725.2401152,24.317772,204.0,67.0
GRANULES,Granules India Limited,EQ,20-JUN-2005,1,1,INE101D01020,1,Healthcare,Drug Manufacturers - Specialty & Generic,559.5,2.6888180362507508,5.090152957029372,0.6838199945104606,1035781.0,13548.4268544,27.82479,721.0,365.45
GRAPHITE,Graphite India Limited,EQ,07-FEB-2003,2,1,INE371A01025,2,Industrials,Electrical Equipment & Parts,470.8500061035156,1.8054067250844594,-3.017506466835093,-9.216237551429456,355299.0,9242.230784,19.774248,709.4,460.05
GRASIM,Grasim Industries Limited,EQ,10-MAY-1995,2,1,INE047A01021,2,Basic Materials,Building Materials,2598.64990234375,2.5169064137753154,3.825562496939585,-2.1353190060529696,828921.0,173710.4949248,38.351097,2877.75,1941.6794
GRAVITA,Gravita India Limited,EQ,16-NOV-2010,2,1,INE024L01027,2,Industrials,Metal Fabrication,2090.75,2.8178735746657075,-3.1185582959334335,-3.8205008263246887,132415.0,14321.9785728,53.83632,2700.0,730.0
GREAVESCOT,Greaves Cotton Limited,EQ,09-SEP-2004,2,1,INE224A01026,2,Industrials,Specialty Industrial Machinery,172.19000244140625,1.5930124849462495,8.13917418929236,-3.8044679098289103,1122425.0,4024.5223424,53.984375,199.44,112.05
GREENLAM,Greenlam Industries Limited,EQ,02-MAR-2015,1,1,INE544R01021,1,Consumer Cyclical,"Furnishings, Fixtures & Appliances",506.70001220703125,-0.9093563784065056,-2.435730042084703,1.3805571393732574,7778.0,6473.7189888,53.496838,662.0,431.0
GREENPANEL,Greenpanel Industries Limited,EQ,23-OCT-2019,1,1,INE08ZM01014,1,Basic Materials,Lumber & Wood Production,333.75,2.3145271337932862,-2.2693997071742316,-11.706349206349206,69172.0,4094.5012736,41.21287,449.9,267.95
GREENPLY,Greenply Industries Limited,EQ,06-MAR-1996,1,1,INE461C01038,1,Basic Materials,Lumber & Wood Production,321.75,1.9002375296912115,1.9648272688570205,-11.667810569663692,111848.0,3977.9336192,35.82774,411.95,194.1
GREENPOWER,Orient Green Power Company Limited,EQ,08-OCT-2010,10,1,INE999K01014,10,Utilities,Utilities - Independent Power Producers,16.959999084472656,-0.876689190695617,-3.6910931479287994,-8.225110905926632,5883747.0,1995.3242112,62.96296,34.45,16.85
GRINDWELL,Grindwell Norton Limited,EQ,11-SEP-2006,5,1,INE536A01023,5,Industrials,Building Products & Equipment,2064.89990234375,1.654105878400833,-1.2316744171815965,-9.711416600623087,25922.0,23034.7522048,61.429413,2960.0,1875.2
GRINFRA,G R Infraprojects Limited,EQ,19-JUL-2021,5,1,INE201P01022,5,Industrials,Engineering & Construction,1561.300048828125,1.1040990013355998,-0.6237621354527515,1.763079604244745,24713.0,15107.3849344,13.181665,1860.0,1024.95
GRMOVER,GRM Overseas Limited,EQ,07-SEP-2022,2,1,INE192H01020,2,Consumer Defensive,Packaged Foods,202.57000732421875,2.427063229034982,2.06066691088315,-4.131564411478336,67571.0,1212.0000512,19.256435,289.0,113.0
GROBTEA,The Grob Tea Company Limited,BE,14-JUL-2016,10,1,INE646C01018,10,Consumer Defensive,Farm Products,1171.550048828125,-4.374972412996694,16.225203256758434,10.565314818951498,1885.0,137.4920192,49.24646,1515.15,745.55
GRPLTD,GRP Limited,BE,12-FEB-2015,10,1,INE137I01015,10,Consumer Cyclical,Auto Parts,3220.10009765625,1.3406797059402045,3.716950053122428,0.25374450437502716,1377.0,1680.1589248,73.55358,4815.15,1066.2125
GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,10-OCT-2018,10,1,INE382Z01011,10,Industrials,Aerospace & Defense,1375.300048828125,-0.45959363614026866,-0.6429636365913227,-12.607225551224621,336103.0,15777.8034688,41.030987,2833.8,673.45
GRWRHITECH,Garware Hi-Tech Films Limited,EQ,03-FEB-2022,10,1,INE291A01017,10,Basic Materials,Specialty Chemicals,4719.14990234375,1.631347753652777,26.369698633024285,28.848748533926415,96155.0,10984.0334848,35.865105,4870.05,1297.5
GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,06-SEP-1995,2,1,INE026A01025,2,Basic Materials,Agricultural Inputs,193.22000122070312,1.4864235727333877,-2.3993534225948467,-6.989507985229516,1085889.0,7692.2011648,14.544837,322.25,182.3
GSLSU,Global Surfaces Limited,EQ,23-MAR-2023,10,1,INE0JSX01015,10,Basic Materials,Building Materials,175.1300048828125,-0.7368292506579017,-0.8548429076389745,-5.813701955823205,53917.0,743.800576,121.03448,333.0,168.8
GSPL,Gujarat State Petronet Limited,EQ,16-FEB-2006,10,1,INE246F01010,10,Utilities,Utilities - Regulated Gas,332.1000061035156,-0.0150497648313457,-7.711546346901366,-13.997148426074554,939193.0,18681.0269696,12.231253,469.7,260.05
GSS,GSS Infotech Limited,EQ,07-MAR-2008,10,1,INE871H01011,10,Technology,Information Technology Services,60.5099983215332,-3.0133051554848365,-5.8503166608440145,-13.047849538991152,76479.0,156.363456,15.633076,203.95,60.21
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,BE,13-NOV-2020,10,1,INE586X01012,10,Consumer Defensive,Education & Training Services,36.84000015258789,3.745429157759708,-3.027116280783797,-20.859289459970796,2070.0,37.495888,N/A,140.65,34.36
GTL,GTL Limited,EQ,29-MAR-1995,10,1,INE043A01012,10,Communication Services,Telecom Services,11.84000015258789,0.42408982948804674,-0.837516175123684,-6.918239748170006,475836.0,186.8685952,1.1493695,19.45,7.5
GTLINFRA,GTL Infrastructure Limited,EQ,09-NOV-2006,10,1,INE221H01019,10,Technology,Communication Equipment,2.0199999809265137,0.4975119657066306,0.0,-0.9803912402207475,41110620.0,2600.247296,N/A,4.33,1.0
GTPL,GTPL Hathway Limited,EQ,04-JUL-2017,10,1,INE869I01013,10,Communication Services,Entertainment,139.3800048828125,-0.613234866418686,-3.1747079974394494,-9.020882728932886,13892.0,1573.9196416,24.595781,217.8,139.1
GUFICBIO,Gufic Biosciences Limited,EQ,19-OCT-2004,1,1,INE742B01025,1,Healthcare,Drug Manufacturers - Specialty & Generic,403.95001220703125,-0.40680322279464415,-7.668568638392857,-7.3402911122762635,87656.0,4067.2755712,47.830193,504.25,277.65
GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,07-AUG-1997,10,1,INE186A01019,10,Basic Materials,Chemicals,759.9500122070312,0.22420207148450377,-2.011472610596169,-7.385287488570087,18319.0,5581.9382784,N/A,900.0,645.0
GUJAPOLLO,Gujarat Apollo Industries Limited,BE,04-JUN-2007,10,1,INE826C01016,10,Industrials,Specialty Industrial Machinery,291.20001220703125,-0.37631735609807637,-1.4217947786840188,-6.14020557388195,2280.0,342.6130176,29.064066,414.7,211.35
GUJGASLTD,Gujarat Gas Limited,EQ,15-SEP-2015,2,1,INE844O01030,2,Utilities,Utilities - Regulated Gas,461.8500061035156,1.818783044310029,-6.070775953315865,-13.78570177724299,1097310.0,31789.8653696,24.994587,689.95,424.1
GUJRAFFIA,Gujarat Raffia Industries Limited,EQ,09-OCT-1996,10,100,INE610B01024,10,N/A,N/A,44.2599983215332,4.411415330997659,5.380948384602865,-2.4465519869595704,2711.0,0.0,21.444445,63.4,32.5
GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,31-JUL-2014,2,1,INE635Q01029,2,Basic Materials,Specialty Chemicals,1029.8499755859375,-0.7517032375660099,-5.362063793800102,-12.687581552697116,282652.0,5091.4988032,15.282293,1513.55,632.05
GULFPETRO,GP Petroleums Limited,EQ,24-SEP-2004,5,1,INE586G01017,5,Energy,Oil & Gas Refining & Marketing,61.2400016784668,0.13080744155376686,-4.342385364527651,-11.31064594948225,179171.0,312.5302016,12.639751,93.48,48.5
GULPOLY,Gulshan Polyols Limited,EQ,28-JAN-2015,1,1,INE255D01024,1,Basic Materials,Chemicals,176.8000030517578,0.18132781729709324,-7.025662785582723,-10.94096350657603,106258.0,1101.0125824,49.859154,263.52,159.9
GVKPIL,GVK Power & Infrastructure Limited,BE,27-FEB-2006,1,1,INE251H01024,1,Utilities,Utilities - Independent Power Producers,5.019999980926514,-1.7612553862301563,1.6194316352106979,-0.9861970225235482,1327145.0,803.8392832,1.4454024,17.0,4.52
GVPTECH,GVP Infotech Limited,EQ,06-SEP-2022,2,1,INE382T01030,2,Technology,Information Technology Services,10.479999542236328,-4.29223995630691,-13.029050818652225,-8.150747744196627,179751.0,168.562176,129.37502,16.65,9.85
GVT&D,GE Vernova T&D India Limited,BE,30-JUN-2008,2,1,INE200A01026,2,Industrials,Specialty Industrial Machinery,1771.0999755859375,0.0,0.0,1.3853083080694353,0.0,50419.7185536,121.9987,1969.0,401.25
HAL,Hindustan Aeronautics Limited,EQ,28-MAR-2018,5,1,INE066F01020,5,Industrials,Aerospace & Defense,4111.35009765625,3.2107883380522595,1.0929749042233226,-4.424996838777182,1404647.0,274792.9460736,32.23931,5674.75,2240.3
HAPPSTMNDS,Happiest Minds Technologies Limited,EQ,17-SEP-2020,2,1,INE419U01012,2,Technology,Information Technology Services,721.3499755859375,0.15967277970215826,-3.800760275777821,-6.844450399820287,210945.0,10831.552512,46.826427,961.0,718.0
HAPPYFORGE,Happy Forgings Limited,EQ,27-DEC-2023,2,1,INE330T01021,2,Industrials,Metal Fabrication,1065.5999755859375,-0.03752574240736398,-0.680403454377004,0.3484274495536025,14261.0,10032.8210432,38.74136,1299.95,813.2
HARDWYN,Hardwyn India Limited,EQ,12-APR-2022,1,1,INE626Z01029,1,Industrials,Building Products & Equipment,33.849998474121094,-0.4411809584673713,-7.4377939387516285,-7.183994129111023,439718.0,1183.7469696,91.35135,49.35,26.0
HARIOMPIPE,Hariom Pipe Industries Limited,EQ,13-APR-2022,10,1,INE00EV01017,10,Basic Materials,Steel,570.25,1.126081807238018,1.8030840213748889,-0.6533101045296167,45598.0,1755.0716928,29.31971,888.75,440.05
HARRMALAYA,Harrisons  Malayalam Limited,BE,08-FEB-1995,10,1,INE544A01019,10,Consumer Defensive,Farm Products,255.5,0.8884501480750246,-6.9047226686717424,-11.330902164868215,3135.0,471.5354624,N/A,301.7,143.35
HARSHA,Harsha Engineers International Limited,EQ,26-SEP-2022,10,1,INE0JUS01029,10,Industrials,Tools & Accessories,480.54998779296875,0.43891222329592383,-0.25944375916778345,-0.3525167873574391,22750.0,4380.1300992,33.35645,613.85,360.1
HATHWAY,Hathway Cable & Datacom Limited,EQ,25-FEB-2010,2,1,INE982F01036,2,Communication Services,Entertainment,18.170000076293945,0.33130570911238677,-0.6017538633459881,-3.5562636457936176,1581412.0,3216.2715648,31.877193,27.95,17.88
HATSUN,Hatsun Agro Product Limited,EQ,20-JUN-2014,1,1,INE473B01035,1,Consumer Defensive,Packaged Foods,1055.75,1.1351638383751212,-1.4745040463023025,-6.760579839888778,7151.0,23722.6622976,78.19383,1400.0,959.95
HAVELLS,Havells India Limited,EQ,21-MAR-2001,1,1,INE176B01034,1,Industrials,Electrical Equipment & Parts,1665.800048828125,1.8152969675065849,3.2030279427654262,-5.929523215762649,740554.0,104696.1782784,74.253,2106.0,1278.0
